sentenceID,sentence,label,departure,destination
733,Je vais à Marseille pour un événement culturel,TRIP_ORDER,NULL,Marseille
734,Je pars de Nice à Lyon pour un concert,TRIP_ORDER,Nice,Lyon
735,Je veux aller à Paris pour un séminaire,TRIP_ORDER,NULL,Paris
736,Je prends le bus de Strasbourg à Dijon pour un événement,TRIP_ORDER,Strasbourg,Dijon
737,Je vais à Clermont-Ferrand pour un salon professionnel,TRIP_ORDER,NULL,Clermont-Ferrand
738,Je veux aller à Avignon pour un festival de danse,TRIP_ORDER,NULL,Avignon
739,Je pars de Nantes à Toulouse pour une réunion,TRIP_ORDER,Nantes,Toulouse
740,Je vais à Lyon pour un événement sportif,TRIP_ORDER,NULL,Lyon
741,Je veux aller à Caen pour un concert de rock,TRIP_ORDER,NULL,Caen
742,Je prends le train de Marseille à Paris pour une réunion,TRIP_ORDER,Marseille,Paris
743,Je vais à Lille pour un événement gastronomique,TRIP_ORDER,NULL,Lille
744,Je veux aller à Bordeaux pour un festival de théâtre,TRIP_ORDER,NULL,Bordeaux
745,Récupérer mes affaires à l'hôtel à Nantes,NOT_TRIP,NULL,NULL
746,Je vais à Toulouse pour un concert,TRIP_ORDER,NULL,Toulouse
747,Je pars de Strasbourg à Nice pour un festival,TRIP_ORDER,Strasbourg,Nice
748,Je veux aller à Dijon pour une exposition,TRIP_ORDER,NULL,Dijon
749,Je prends le bus de Lyon à Clermont-Ferrand pour le week-end,TRIP_ORDER,Lyon,Clermont-Ferrand
750,Je vais à Lunel pour un événement,TRIP_ORDER,NULL,Lunel
751,Comment aller à Narbonne ?,TRIP_ORDER,NULL,Narbonne
751,Comment aller à Paris ?,TRIP_ORDER,NULL,Paris
